,fsym_id,Implosion_Start_Date,Implosion_End_Date
2002,F1DMRL-R,,
2003,FDNXFX-R,,
2004,GHCT4C-R,,
2005,GMYS1R-R,,
2006,GQGP3B-R,,
2007,H54F90-R,,
2008,HKF9ZQ-R,,
2009,HNZVK6-R,,
2010,HY3QYL-R,,
2011,J1CRMD-R,,
2012,J536YW-R,,
2013,J9DK3W-R,,
2014,JLBNX6-R,,
2015,K28RWK-R,,
2016,K38C78-R,2005-02-11,2015-09-11
2017,KDJL0T-R,,
2018,KV0J41-R,,
2019,L1SP7K-R,,
2020,L3F09W-R,,
2021,L47FFC-R,,
2022,L74VCQ-R,,
2023,LKFKXH-R,,
2024,LSYB25-R,,
2025,M65GSL-R,,
2026,M7CQVK-R,,
2027,MMF410-R,,
2028,MVKZ35-R,,
2029,N5VYGJ-R,,
2030,NK5PDP-R,,
2031,NK6R19-R,,
2032,P1X303-R,,
2033,PFF10B-R,,
2034,PJPX1P-R,,
2035,QXVNRF-R,,
2036,R3MS27-R,,
2037,R71887-R,,
2038,RCM8R4-R,,
2039,RDQX50-R,,
2040,RZS9GD-R,,
2041,SFHDBG-R,,
2042,SMB3MP-R,,
2043,SN5CK5-R,,
2044,SQL44B-R,,
2045,SV6BJ0-R,,
2046,SY1ZL6-R,,
2047,T0NRCR-R,,
2048,T2WZ8L-R,,
2049,TBR76W-R,,
2050,TBTWTX-R,,
2051,TJLM53-R,,
2052,TLPK45-R,,
2053,VPQVVK-R,,
2054,VXNVS6-R,,
2055,WG5R9V-R,,
2056,WX74G6-R,,
2057,X643T6-R,,
2058,XJT6YL-R,,
2059,XQC8FD-R,,
2060,B5VSQM-R,2001-01-26,2004-01-09
2061,BXF4JY-R,,
2062,C0GXG1-R,,
2063,C6QR2X-R,,
2064,CBBZJM-R,,
2065,CH2S84-R,,
2066,DLDR7D-R,2019-07-19,2022-04-15
2067,DLS6QS-R,,
2068,DSCYLB-R,,
2069,FK46P5-R,,
2070,G7RF6F-R,,
2071,GCDH1R-R,,
2072,GXB33L-R,,
2073,HKL4Z0-R,2002-07-05,2020-03-27
2074,JBL2Y9-R,,
2075,JG198S-R,,
2076,JPBXML-R,,
2077,JWC4YH-R,,
2078,K5KZVH-R,,
2079,KB3XMR-R,,
2080,KDD7RR-R,,
2081,KJQ19P-R,,
2082,L2LQRT-R,,
2083,L5G14N-R,,
2084,L8SD8N-R,2001-02-02,2011-06-24
2085,L9KY3Q-R,,
2086,L9ZSLR-R,,
2087,LFDWZB-R,,
2088,LG2SVZ-R,,
2089,LY5XN8-R,,
2090,M8XT6B-R,,
2091,MVL661-R,,
2092,N3JH8J-R,,
2093,NV2W4W-R,,
2094,PKY86P-R,,
2095,PM25TG-R,,
2096,QBNX82-R,2001-08-03,2016-11-04
2097,QKLM4Z-R,,
2098,R4M50R-R,,
2099,RBXYTW-R,,
2100,S8MPCH-R,,
2101,SHMF8F-R,,
2102,SKQKHK-R,,
2103,TG4RGX-R,,
2104,TG9YCS-R,,
2105,TLW7WD-R,,
2106,V5L90N-R,,
2107,WB7L1Y-R,,
2108,WC7G21-R,2012-04-13,2021-06-04
2109,WDFHWZ-R,,
2110,WW3NPV-R,,
2111,WXC41Y-R,,
2112,X5KV04-R,2016-01-15,2022-09-09
2113,XBTMW9-R,,
2114,XM9QBX-R,,
2115,BLHLHV-R,,
2116,BQVVZ8-R,,
2117,BZGJTT-R,,
2118,C6HK81-R,,
2119,C7S5V7-R,,
2120,C8XMKM-R,,
2121,CQCGFP-R,,
2122,D1QF2D-R,,
2123,D2B5QW-R,,
2124,D8NTSF-R,,
2125,DCDX18-R,,
2126,DKJ2GF-R,,
2127,DR9GLS-R,2001-01-12,2014-04-25
2128,FNKLL0-R,,
2129,G56984-R,,
2130,GF7P5G-R,,
2131,GYHWTN-R,,
2132,J3G92B-R,,
2133,JKVL0Y-R,2015-09-18,2019-07-05
2134,L0WG3S-R,,
2135,M1FW60-R,,
2136,MJBYGN-R,,
2137,MM1QHJ-R,,
2138,MXVCC7-R,2014-01-17,2023-10-13
2139,N86008-R,,
2140,NBG9MS-R,,
2141,NP2NHL-R,,
2142,NT1V1T-R,,
2143,P55T7T-R,,
2144,PC52BF-R,,
2145,QCSD0F-R,,
2146,QJ4TPX-R,,
2147,QTGP7M-R,,
2148,R4R0CC-R,,
2149,R863MW-R,,
2150,RDKDNV-R,,
2151,RFTMGN-R,,
2152,RLCSQ4-R,,
2153,SNF5FH-R,,
2154,SQL9GH-R,,
2155,TJPG7F-R,,
2156,V1H9VH-R,,
2157,V1KWRX-R,,
2158,V4QL2L-R,,
2159,VKD0P0-R,,
2160,VNM6MX-R,,
2161,WC67MS-R,2001-12-28,2004-02-27
2162,X1NFPF-R,,
2163,XD4X1H-R,,
2164,XN15YR-R,,
2165,XQCWLZ-R,,
2166,B01HWF-R,,
2167,BLB2G4-R,,
2168,BNG3D3-R,,
2169,CF490H-R,,
2170,CN3RMD-R,2014-01-10,2022-06-10
2171,D1RB9R-R,,
2172,DWVHL4-R,,
2173,FBHML7-R,,
2174,FCGB73-R,,
2175,FKJKXF-R,,
2176,FXVSS1-R,,
2177,G4HXN7-R,,
2178,G5PGZ4-R,,
2179,GGNTVC-R,,
2180,GJXDNS-R,,
2181,HC0S24-R,,
2182,J0H9S4-R,,
2183,J861LP-R,,
2184,JJ39BV-R,,
2185,JJ7SY2-R,,
2186,K5K7DS-R,,
2187,K8D6KQ-R,,
2188,KB2QBM-R,,
2189,KGW7M0-R,,
2190,KK2P47-R,,
2191,L69RSD-R,,
2192,LRK013-R,,
2193,MM1K5C-R,,
2194,MMSXH1-R,,
2195,MVL177-R,,
2196,N4HYC3-R,,
2197,N81JWG-R,,
2198,NM8PCP-R,,
2199,NNL6NQ-R,,
2200,P5K6R8-R,,
2201,PB7SS8-R,,
2202,PLKQZL-R,,
2203,PXYJMH-R,,
2204,Q5FDLV-R,,
2205,Q9NHBL-R,,
2206,QF2LQ5-R,,
2207,QG8CVP-R,,
2208,QG8RL1-R,,
2209,R8R194-R,,
2210,RRY04R-R,,
2211,SH81NV-R,,
2212,SZNQ1H-R,,
2213,T56DHM-R,,
2214,V6WC2X-R,,
2215,VVB781-R,,
2216,W2TCHD-R,,
2217,W4B5J2-R,,
2218,WDHPSR-R,,
2219,X9WDLB-R,,
2220,XM8P7T-R,,
2221,XN35RM-R,,
2222,B1R19Z-R,,
2223,B6ZP8C-R,,
2224,B943ZQ-R,,
2225,BFL1DJ-R,,
2226,BQLH7N-R,,
2227,BXKWLD-R,,
2228,BYS7VG-R,,
2229,C5L8LS-R,,
2230,CFFLCV-R,,
2231,CKW5DL-R,,
2232,CTSKFX-R,2018-06-22,2021-02-26
2233,D0GD48-R,,
2234,D40H3L-R,,
2235,F3NM78-R,,
2236,F89HN9-R,,
2237,FH0KGK-R,,
2238,FV86DR-R,,
2239,GB5054-R,,
2240,GM2GFL-R,,
2241,H46L8Y-R,,
2242,HGW2WC-R,,
2243,HV78Z8-R,,
2244,KQQ711-R,,
2245,KQSWCT-R,,
2246,KZKM7G-R,,
2247,M1KB0H-R,,
2248,M280CV-R,,
2249,M79V7S-R,,
2250,MKJ2CK-R,,
2251,MS9DHY-R,,
2252,NFRBKW-R,,
2253,PHMLJF-R,,
2254,PVZKTR-R,,
2255,PY5NPN-R,,
2256,Q52QZK-R,,
2257,QD8WKZ-R,,
2258,RJ6XV1-R,,
2259,RYR8ZY-R,,
2260,S8YTQ0-R,,
2261,SHNVG7-R,,
2262,SSYSMG-R,,
2263,SZD0GB-R,,
2264,T42FTT-R,,
2265,T8BCPW-R,,
2266,TF08TM-R,,
2267,TKL9PX-R,,
2268,TZ68BT-R,,
2269,V05ZYN-R,,
2270,VS0KKS-R,,
2271,VXKKH3-R,,
2272,W38GX4-R,,
2273,WL4F0Q-R,,
2274,WYD671-R,,
2275,XMY55X-R,,
2276,BFS5QX-R,,
2277,BLB4WH-R,,
2278,BSZJ5W-R,,
2279,BXX7VM-R,,
2280,C5FMWK-R,,
2281,C5GXYC-R,,
2282,C7N79J-R,,
2283,CBP969-R,,
2284,D2TT55-R,,
2285,D551YZ-R,,
2286,F1Z9VK-R,,
2287,F5WSJK-R,,
2288,FCPLG9-R,,
2289,FTXX4G-R,,
2290,G4GB6B-R,,
2291,HBGSYG-R,,
2292,HLTRL7-R,,
2293,J71671-R,,
2294,J81SQY-R,,
2295,J8W8FZ-R,,
2296,JVMPX6-R,,
2297,K03219-R,,
2298,KFH9QQ-R,,
2299,L43D3Z-R,,
2300,LP6CHY-R,,
2301,LPYR2W-R,,
2302,LQF1C9-R,,
2303,M46FHF-R,,
2304,MDNS2W-R,,
2305,MJCMS9-R,,
2306,MTCCP5-R,,
2307,N7HY2R-R,,
2308,NZWT6N-R,,
2309,Q0FP7C-R,,
2310,QJKHHF-R,,
2311,RW45K2-R,,
2312,S0XSBX-R,,
2313,S1BB8P-R,,
2314,SHW1PG-R,,
2315,SRSVC0-R,,
2316,SVV5BM-R,,
2317,T87ZK1-R,,
2318,TG4L4R-R,,
2319,TSMQD0-R,,
2320,VW1H7G-R,,
2321,W0SF62-R,,
2322,W6633K-R,,
2323,WB968L-R,,
2324,WPFMZN-R,,
2325,X12HRW-R,,
2326,XHKFW2-R,,
2327,B06Z9K-R,,
2328,B8577Y-R,,
2329,BYJYYM-R,,
2330,CL8N36-R,,
2331,CYBGDD-R,,
2332,DQQP1G-R,,
2333,F96033-R,2017-02-17,2022-06-17
2334,GNBWML-R,,
2335,GVGG6J-R,,
2336,HGDDXM-R,,
2337,J3SC0J-R,,
2338,JMJDQF-R,,
2339,K55JB1-R,,
2340,KY7NNK-R,,
2341,M3W1KK-R,,
2342,M79R1P-R,,
2343,MT93M9-R,,
2344,N36805-R,,
2345,NMGMBX-R,,
2346,NV51ZL-R,,
2347,PKNLYT-R,,
2348,PRGN6N-R,,
2349,QCCGRP-R,,
2350,QDH4S3-R,,
2351,QQLKJ7-R,,
2352,QSLR7Q-R,,
2353,QZ18Y4-R,,
2354,R5RD6T-R,,
2355,RFMFNV-R,,
2356,RGV7SB-R,,
2357,RXJZVY-R,,
2358,SWQN0P-R,,
2359,T52FYX-R,,
2360,TYQGMF-R,2017-04-28,2022-01-14
2361,V8537K-R,,
2362,W3BVFC-R,,
2363,WDMJCM-R,,
2364,WFKT1Y-R,,
2365,WY1SHD-R,,
2366,X0NPP6-R,,
2367,X420K1-R,,
2368,XF4KJ8-R,,
2369,B0YHN2-R,,
2370,B97MP0-R,,
2371,B9FL4Q-R,,
2372,BDMYJV-R,,
2373,BTXS7L-R,,
2374,BWZL1L-R,,
2375,BXX8ND-R,,
2376,BZNQ77-R,,
2377,C4HBRT-R,,
2378,CW2ML7-R,,
2379,D0SNQX-R,,
2380,D56WKT-R,,
2381,D68JQB-R,,
2382,D78XKS-R,,
2383,DBNVQ8-R,,
2384,FB8B4W-R,,
2385,FGW64G-R,,
2386,FHNN4S-R,,
2387,G128VR-R,,
2388,HVF3QC-R,,
2389,J2V6TK-R,,
2390,JG6Q8J-R,,
2391,K5HTZQ-R,,
2392,KV3W5V-R,,
2393,KV573G-R,,
2394,L52PJ0-R,,
2395,LF35TL-R,,
2396,LGH9YY-R,,
2397,LLS36K-R,,
2398,LQ9YGD-R,,
2399,LVYTWF-R,,
2400,M897WZ-R,,
2401,MBP29W-R,,
2402,MH3MCP-R,,
2403,MMV73D-R,,
2404,MTFY99-R,,
2405,NFF5FL-R,,
2406,PTPHND-R,,
2407,Q2QX26-R,,
2408,Q2YN1N-R,,
2409,QNDQ7P-R,,
2410,QQZ2H1-R,,
2411,R06MMM-R,,
2412,R582JZ-R,,
2413,RFT1C3-R,,
2414,RWBB0L-R,,
2415,S20GZX-R,,
2416,S8Z499-R,,
2417,SHT84N-R,,
2418,SMKN6Z-R,,
2419,SYFH4M-R,,
2420,SZJL5M-R,,
2421,TP47C2-R,2001-02-23,2003-09-12
2422,VVR5LV-R,,
2423,WGMKDK-R,,
2424,X59ZWM-R,,
2425,B2F25G-R,,
2426,BH0GRV-R,,
2427,BZDNXQ-R,,
2428,C3V10R-R,,
2429,C5CHD4-R,,
2430,C7LZYC-R,,
2431,D41CTF-R,,
2432,D8D666-R,,
2433,DG6SCF-R,,
2434,FK8VJJ-R,,
2435,FRYXFV-R,,
2436,FTVMP6-R,,
2437,FYMPPT-R,,
2438,GK0XXM-R,2022-04-01,2023-11-01
2439,HN195G-R,,
2440,HSKYFG-R,,
2441,J59D75-R,2017-06-16,2021-01-08
2442,J76LJ3-R,,
2443,JBLBKP-R,,
2444,JKD9ND-R,,
2445,JLJ785-R,,
2446,K4L87N-R,,
2447,K84V8K-R,,
2448,KCDMC0-R,,
2449,KRP8QM-R,,
2450,LN48CW-R,,
2451,LTSW9P-R,,
2452,LYNWQV-R,,
2453,M4VNZ9-R,,
2454,NK09DX-R,,
2455,NL7252-R,,
2456,NPQ3BL-R,,
2457,P48K75-R,,
2458,PRDD9Y-R,,
2459,PW363J-R,,
2460,PXKPX7-R,,
2461,Q1LC8V-R,2007-08-24,2023-06-28
2462,Q7Y0QS-R,,
2463,QH5KM4-R,,
2464,QS97RF-R,,
2465,S18W93-R,,
2466,S5879M-R,,
2467,SDDQLB-R,,
2468,T64HMK-R,,
2469,T6FT52-R,,
2470,T7HVSP-R,,
2471,V6W9ZV-R,,
2472,VRRNRM-R,,
2473,VW1SXV-R,,
2474,VXPY7M-R,,
2475,W35ZD1-R,,
2476,W6XKL8-R,,
2477,WFQ0ZS-R,,
2478,X19XHF-R,,
2479,X6GYGC-R,,
2480,XLV24X-R,,
2481,B3XHBN-R,,
2482,BK4HPT-R,,
2483,CHMLH2-R,,
2484,CN4ZZK-R,,
2485,D9JH82-R,,
2486,D9Z7S8-R,,
2487,DZ22CH-R,,
2488,F966H9-R,,
2489,FT3PPF-R,,
2490,FTPDQ9-R,,
2491,FZRM9L-R,,
2492,G9ZVGF-R,,
2493,GQN0DG-R,,
2494,HLWPSK-R,,
2495,J4WVPS-R,,
2496,JDPV6W-R,,
2497,JK5ZZV-R,,
2498,JVGTKL-R,,
2499,JYWMBW-R,,
2500,K26MTK-R,,
2501,KV4BDM-R,,
2502,KW3K0Z-R,,
2503,LHJDXT-R,,
2504,LNDJN4-R,,
2505,LS4W92-R,,
2506,MNV97F-R,,
2507,NDKD7B-R,,
2508,NV79M1-R,,
2509,NW728X-R,,
2510,NY2M62-R,,
2511,P4VXRX-R,,
2512,PF8TR4-R,,
2513,PTXQ4X-R,,
2514,Q77F54-R,,
2515,QPGNZH-R,,
2516,QSM007-R,,
2517,R5P32X-R,,
2518,R6YGYM-R,,
2519,RK6G0N-R,2017-01-13,2018-11-09
2520,RSR3DP-R,,
2521,S1482C-R,,
2522,S5L2YQ-R,,
2523,SCW9N9-R,,
2524,SDD8QX-R,,
2525,STG322-R,,
2526,SX0NTR-R,,
2527,T2Z3BL-R,,
2528,T3C3M7-R,,
2529,TCZW18-R,,
2530,TF61V1-R,,
2531,TJKWSF-R,,
2532,TLQHTY-R,,
2533,TVSKRM-R,,
2534,VZZC49-R,,
2535,W239Y6-R,,
2536,B2FJ50-R,,
2537,B2J8Z4-R,,
2538,BFQW7P-R,,
2539,BPRHF0-R,,
2540,C239D5-R,,
2541,CGLSDT-R,,
2542,DR5G24-R,,
2543,DSDK8F-R,,
2544,FBGGC4-R,,
2545,FP9GKV-R,,
2546,FVCHPV-R,,
2547,G1JD4C-R,,
2548,G4SM38-R,,
2549,GD1PBG-R,,
2550,GYGMWY-R,,
2551,H2TRLR-R,,
2552,HXC89P-R,,
2553,J899TR-R,,
2554,JR3DDL-R,,
2555,KDC0DL-R,,
2556,KPGBWK-R,,
2557,KXDMGL-R,,
2558,L5YVPW-R,,
2559,L8R0NC-R,,
2560,L9Q7JZ-R,,
2561,LM58Q8-R,,
2562,M17YYH-R,,
2563,MCQBZ8-R,,
2564,MLNRF1-R,,
2565,MQ24DY-R,,
2566,NK42VP-R,,
2567,PC58QM-R,,
2568,QMRD37-R,,
2569,QTDQHS-R,,
2570,RBFH78-R,,
2571,RNNFFF-R,,
2572,S0Q3MN-R,,
2573,TF5304-R,,
2574,THB4X2-R,,
2575,TY1RMH-R,,
2576,VJ37PK-R,,
2577,W000CX-R,,
2578,WPM7Z6-R,,
2579,X356HY-R,,
2580,X9R6LD-R,,
2581,XLV00V-R,,
2582,BDMYV4-R,,
2583,BL5KVX-R,,
2584,BN69S1-R,,
2585,BYKL46-R,,
2586,C4C0BL-R,,
2587,CNSJC0-R,,
2588,CQF0XN-R,,
2589,CX5R8W-R,,
2590,DD227Y-R,,
2591,F3R76Q-R,,
2592,F9JFJF-R,,
2593,FML2CC-R,,
2594,GLJD3T-R,,
2595,GW4X2M-R,,
2596,HHD5YV-R,,
2597,J3M85M-R,,
2598,JCL8Y2-R,,
2599,JYK7K4-R,,
2600,JYZWKY-R,,
2601,K3QD7P-R,,
2602,K4G27Q-R,,
2603,K8S5CY-R,,
2604,KB37B3-R,,
2605,KDDDB5-R,,
2606,L7H2CT-R,2009-07-03,2023-11-01
2607,LKSCBG-R,,
2608,LXKRRY-R,,
2609,MPXJMM-R,,
2610,MTYHB8-R,,
2611,PMLXW9-R,,
2612,PVX57H-R,,
2613,Q63P0N-R,,
2614,Q78KB6-R,,
2615,Q8NLV0-R,,
2616,R3LDWC-R,,
2617,R96813-R,,
2618,RDWRSY-R,,
2619,RNNLRL-R,,
2620,RQYYVK-R,,
2621,RZ9WYV-R,,
2622,RZL2FD-R,,
2623,S5L40R-R,,
2624,S7PJS4-R,,
2625,T1NFSF-R,,
2626,T7H0G5-R,,
2627,TB9J64-R,,
2628,TRSD9F-R,,
2629,V2Y9SV-R,,
2630,V5BPPP-R,,
2631,V99S91-R,2012-02-03,2013-09-13
2632,VMMGJL-R,,
2633,W2NSHV-R,,
2634,WM490T-R,,
2635,X3MM3L-R,,
2636,XGFBCL-R,,
2637,XGHKMP-R,,
2638,XKRR89-R,,
2639,BDP2V1-R,,
2640,BFS4NW-R,,
2641,C8X3ZJ-R,,
2642,CNSGC2-R,,
2643,CSWMYG-R,,
2644,D7DX5J-R,,
2645,DH7WLK-R,,
2646,DKMN8S-R,,
2647,DWPPDM-R,,
2648,DWSFN6-R,,
2649,FNJW6B-R,,
2650,FQTQ9T-R,,
2651,FT5NF8-R,,
2652,GC4MKW-R,,
2653,H42Q0F-R,,
2654,J0FCW3-R,,
2655,J8HBVY-R,,
2656,JDDN1M-R,,
2657,JKDN9Q-R,,
2658,JX9RPK-R,,
2659,K7TD6M-R,,
2660,KSVLMB-R,,
2661,LN3XQK-R,,
2662,MGFFC6-R,,
2663,MXJXLM-R,,
2664,MYTYPY-R,,
2665,NP970R-R,,
2666,PSBXBC-R,,
2667,QBMMTW-R,,
2668,QD7KL8-R,,
2669,QZL0GG-R,,
2670,R6XVS1-R,,
2671,SFGDY0-R,,
2672,SRDR0D-R,,
2673,TT9RS0-R,,
2674,TTN9ST-R,,
2675,V06P89-R,,
2676,VH2Z16-R,,
2677,VR17RB-R,,
2678,W2Z9NS-R,,
2679,W7WYJS-R,,
2680,WZMNL4-R,,
2681,XC02QW-R,,
2682,XHKJHM-R,2001-02-09,2008-08-15
2683,B28NSB-R,,
2684,B3ZSGK-R,,
2685,BD3JGP-R,,
2686,BZT3XN-R,,
2687,C72DK1-R,,
2688,CFG1CD-R,,
2689,D67D5X-R,,
2690,DPR4PP-R,,
2691,DY1PJ1-R,,
2692,F27PG1-R,,
2693,F48CC7-R,,
2694,F5BT0H-R,,
2695,FLDWBD-R,,
2696,G35BYT-R,,
2697,GHXJST-R,,
2698,GQM1FF-R,2008-10-03,2011-03-25
2699,HWZBFC-R,,
2700,JDQ0K1-R,,
2701,JN801W-R,,
2702,JWGK5F-R,,
2703,JXR980-R,,
2704,K67PQ9-R,,
2705,KC81MQ-R,,
2706,KCD5HL-R,,
2707,KGSX4T-R,2001-01-12,2018-05-11
2708,L1BF48-R,,
2709,LHFJTH-R,,
2710,M79847-R,,
2711,M7C7KR-R,,
2712,MBTWMJ-R,,
2713,MJ9YKQ-R,,
2714,MLTHLM-R,,
2715,MXPVS0-R,,
2716,N1600H-R,,
2717,NPKFB3-R,,
2718,NPQGXT-R,,
2719,NRFHDY-R,,
2720,PHPQLF-R,,
2721,PM3F9R-R,,
2722,PPCWKR-R,,
2723,RK8RT6-R,,
2724,S81FYR-R,,
2725,SM86VR-R,,
2726,T0Q1QV-R,,
2727,T59RXS-R,,
2728,TBDRXQ-R,,
2729,THJK32-R,,
2730,TLTPXY-R,,
2731,V2K9SG-R,,
2732,VMMTPD-R,,
2733,VRNRL8-R,,
2734,W4FTBC-R,,
2735,WJ9WL1-R,,
2736,WYJ4RR-R,,
2737,XH92CP-R,,
2738,B0VZ2Z-R,,
2739,C0SZHB-R,,
2740,C39SXC-R,,
2741,CG74G4-R,,
2742,CKVLTK-R,,
2743,CST3QP-R,2015-12-04,2023-03-10
2744,DR8RC7-R,,
2745,F17VS7-R,,
2746,FKCKQ2-R,,
2747,FN311L-R,,
2748,FPXC76-R,,
2749,FRS5WV-R,,
2750,FRZFFB-R,,
2751,FT8L00-R,,
2752,G5G1T5-R,,
2753,GC9695-R,,
2754,GH4TYY-R,,
2755,GRV425-R,,
2756,GTGT33-R,,
2757,H727RJ-R,,
2758,H7HFJJ-R,,
2759,HVV49B-R,,
2760,JFW5HZ-R,2001-03-02,2004-11-12
2761,JS2Q71-R,,
2762,JTFQBG-R,2010-04-09,2022-09-09
2763,K3FSQH-R,2018-05-11,2023-03-03
2764,KVPLVB-R,,
2765,KZ79V1-R,,
2766,KZKCXC-R,,
2767,LXC51M-R,,
2768,LZ9RB6-R,,
2769,M88WJZ-R,,
2770,N2C1XG-R,,
2771,NCGB47-R,,
2772,NMDHN8-R,,
2773,PGKM50-R,,
2774,PKTNRQ-R,,
2775,Q71BYT-R,,
2776,QH2H8S-R,,
2777,QSDGXG-R,,
2778,RXH8LB-R,,
2779,S4W8LH-R,,
2780,S6JWFB-R,,
2781,SB70FS-R,,
2782,SFC3MX-R,,
2783,SGNT83-R,,
2784,SV0WRJ-R,,
2785,T9LK6F-R,,
2786,TSLFTP-R,,
2787,TW27V9-R,,
2788,V3LG2M-R,,
2789,VFYD5T-R,,
2790,VVQ7NT-R,,
2791,W921CN-R,,
2792,WNJBHL-R,,
2793,WRSK12-R,,
2794,XDX9PG-R,,
2795,XKTZWR-R,,
2796,B2HTF1-R,,
2797,CZ8F53-R,,
2798,D68983-R,,
2799,DTTQ6L-R,2022-01-07,2023-11-01
2800,FL5BKY-R,,
2801,FQJDL3-R,,
2802,FT3SWJ-R,,
2803,G850GH-R,,
2804,GMNVJW-R,,
2805,GQHJR4-R,,
2806,GSRK8V-R,,
2807,JF5X24-R,,
2808,JH3Q04-R,,
2809,JM01XG-R,,
2810,JXQLN2-R,,
2811,JZJ5XH-R,,
2812,KB4CRF-R,,
2813,KJB2RQ-R,2018-05-04,2022-02-25
2814,KYRT9K-R,,
2815,L43CTP-R,,
2816,LBWS01-R,,
2817,M2WGSD-R,,
2818,M9KTQG-R,,
2819,MCRMKM-R,,
2820,MHVZL8-R,,
2821,MR3GKS-R,,
2822,MZZGF8-R,,
2823,NFPVRH-R,,
2824,Q9MW50-R,,
2825,QG1HR7-R,,
2826,RQZQ98-R,,
2827,RV72VL-R,2013-03-29,2015-02-20
2828,RWB3MD-R,,
2829,S3WZZ6-R,,
2830,SQNNZQ-R,,
2831,TTLK90-R,,
2832,TVNTM3-R,,
2833,V2FV56-R,,
2834,W6XL8Y-R,,
2835,WNHPF4-R,,
2836,WQP8NX-R,,
2837,WYFPBQ-R,,
2838,X7NVHN-R,,
2839,X8LB4Q-R,,
2840,XGTLT4-R,,
2841,XP6BXP-R,,
2842,XQ6LJ0-R,,
2843,XQBFVM-R,,
2844,BK1GXZ-R,,
2845,BNQ2LL-R,,
2846,CBQ2KX-R,,
2847,DHBMV4-R,,
2848,F4SS98-R,,
2849,F72BWH-R,,
2850,FYHSMJ-R,,
2851,GJ5PX0-R,,
2852,H0KNXZ-R,,
2853,H53C80-R,,
2854,HHB7MD-R,,
2855,HJHCJ9-R,,
2856,JBF6HL-R,,
2857,JTBNHL-R,,
2858,JXQGCY-R,,
2859,JYXJ1Q-R,,
2860,K5PFDQ-R,,
2861,L34XT6-R,,
2862,LJT0FZ-R,,
2863,LN6KS1-R,,
2864,LPSFB8-R,,
2865,M38PYQ-R,,
2866,M8F8Y3-R,,
2867,MCY9WF-R,,
2868,N1CDFP-R,,
2869,NFM6Q0-R,,
2870,NNKD2Y-R,,
2871,P1PFK3-R,,
2872,P1PTDL-R,,
2873,P6GWF5-R,,
2874,PD3RZ9-R,,
2875,PGMHWX-R,,
2876,PVW48J-R,,
2877,Q0RLP6-R,,
2878,Q9M4SB-R,,
2879,R74T0K-R,,
2880,RVBY66-R,,
2881,S1V458-R,,
2882,S5MG5M-R,,
2883,TFTLBM-R,,
2884,TG4TLZ-R,,
2885,TLSHMT-R,,
2886,TXN5MP-R,2015-10-23,2018-03-09
2887,V3QL2M-R,,
2888,VPSN43-R,,
2889,VSWJ7B-R,,
2890,W4DXHD-R,,
2891,W5N9QF-R,,
2892,W9QTMS-R,,
2893,WCTVKQ-R,2021-10-29,2023-11-01
2894,WNFCB9-R,,
2895,WNFMVK-R,,
2896,WPZ4QD-R,,
2897,WRBY7G-R,,
2898,X967LV-R,,
2899,BK1FVY-R,,
2900,BWJFZ6-R,,
2901,BYT0TP-R,,
2902,C2LPC7-R,,
2903,C47301-R,,
2904,C6V3XG-R,,
2905,CJPJXL-R,,
2906,D0LPGF-R,,
2907,DH9ZLJ-R,,
2908,DWQ7G4-R,,
2909,FBB311-R,,
2910,FGWY6T-R,,
2911,G4B1PZ-R,,
2912,G7VZQH-R,,
2913,GT84P4-R,,
2914,H44F4X-R,,
2915,HMZXK5-R,,
2916,HSJXGH-R,,
2917,HWSY49-R,2001-01-19,2006-06-30
2918,J61CF3-R,,
2919,JBKWDZ-R,,
2920,JFVD07-R,,
2921,JR251F-R,,
2922,K3G7FS-R,,
2923,LGDJJ6-R,,
2924,LM69J2-R,,
2925,LQCPT1-R,,
2926,LY6XK6-R,,
2927,LZFJDM-R,,
2928,MKC1SV-R,,
2929,MS9S79-R,,
2930,N3D87L-R,,
2931,NCFFZY-R,,
2932,NVQCWQ-R,,
2933,NXFSQT-R,,
2934,NZNG5R-R,,
2935,P9FC8D-R,,
2936,PF51SV-R,,
2937,PV0PVQ-R,,
2938,PWVMG5-R,,
2939,Q079FR-R,,
2940,Q76FJG-R,,
2941,QG6X19-R,,
2942,QZ2P2Y-R,,
2943,RGTSXX-R,,
2944,S7BW1R-R,,
2945,SFZ32Z-R,,
2946,SM1NBL-R,,
2947,SM5K1J-R,,
2948,TBR1WQ-R,,
2949,TMYN38-R,,
2950,V05BZ9-R,,
2951,V3R5RQ-R,,
2952,VBFB5G-R,,
2953,VG1QJY-R,,
2954,WG7516-R,,
2955,WTTPVQ-R,,
2956,WZNMF1-R,,
2957,X8Q6KC-R,,
2958,XQGKQH-R,,
2959,BYJSMG-R,,
2960,BZTZ85-R,,
2961,C9W7Y9-R,,
2962,CKVHHB-R,,
2963,CSSXBH-R,,
2964,CY7418-R,,
2965,DMR9HD-R,,
2966,DNX35D-R,,
2967,F86WNV-R,,
2968,FCGT4K-R,2008-09-26,2017-06-23
2969,FVXFC3-R,,
2970,G35F2W-R,,
2971,GSPFM7-R,,
2972,H8HN1T-R,,
2973,HPXZGX-R,,
2974,HRCYJD-R,,
2975,JH6X34-R,,
2976,JVF1QG-R,,
2977,JXMN09-R,,
2978,KQDM2D-R,,
2979,KQQJMB-R,,
2980,KT5N98-R,2018-06-29,2022-11-11
